stationId,timestamp,aqi,pm25,pm10,no2,so2,co
DPCC_WZ_01,2026-06-13T15:30:00.000Z,204,153.7,375.3,97.5,37.5,1255
DPCC_WZ_01,2026-06-13T16:30:00.000Z,202,151.3,362.3,94.9,35.6,1285
DPCC_WZ_01,2026-06-13T17:30:00.000Z,198,146.7,333.4,91.9,33.9,1295
DPCC_WZ_01,2026-06-13T18:30:00.000Z,188,127.1,353,28.7,13.8,1254
DPCC_WZ_01,2026-06-13T19:30:00.000Z,187,125.7,328.8,25.5,16.3,1131
DPCC_WZ_01,2026-06-13T20:30:00.000Z,179,109.7,337.1,21,19.8,958
DPCC_WZ_01,2026-06-13T21:30:00.000Z,171,95,369.7,16.8,22.8,800
DPCC_WZ_01,2026-06-13T22:30:00.000Z,174,100.8,427.5,13.4,25.5,679
DPCC_WZ_01,2026-06-13T23:30:00.000Z,182,116.2,516,10.2,27.6,574
DPCC_WZ_01,2026-06-14T00:30:00.000Z,182,115.3,506.6,7.6,27.4,481
DPCC_WZ_01,2026-06-14T01:30:00.000Z,169,91,405.1,5.4,22.7,396
DPCC_WZ_01,2026-06-14T02:30:00.000Z,169,90.6,428.4,3.8,15.6,324
DPCC_WZ_01,2026-06-14T03:30:00.000Z,166,84.8,367.9,3.2,10.4,277
DPCC_WZ_01,2026-06-14T04:30:00.000Z,166,85,380,2.5,8.4,259
DPCC_WZ_01,2026-06-14T05:30:00.000Z,167,85.7,388.4,2.8,8.2,266
DPCC_WZ_01,2026-06-14T06:30:00.000Z,163,78.9,362.3,8.8,12,297
DPCC_WZ_01,2026-06-14T07:30:00.000Z,166,83.6,339,23.2,17.2,364
DPCC_WZ_01,2026-06-14T08:30:00.000Z,173,97.8,351.1,43.4,24.5,455
DPCC_WZ_01,2026-06-14T09:30:00.000Z,182,114.6,382.8,61.5,31,532
DPCC_WZ_01,2026-06-14T10:30:00.000Z,188,127.6,399.5,75.5,36,584
DPCC_WZ_01,2026-06-14T11:30:00.000Z,194,138.3,417.2,87.3,40.2,622
DPCC_WZ_01,2026-06-14T12:30:00.000Z,199,148.5,444.2,94.8,42.5,643
DPCC_WZ_01,2026-06-14T13:30:00.000Z,204,153.7,444.2,96.2,41.8,650
DPCC_WZ_01,2026-06-14T14:30:00.000Z,203,152.7,413.5,93.2,39.3,640
DPCC_WZ_01,2026-06-14T15:30:00.000Z,198,145.8,380,89.4,37.1,597
DPCC_WZ_01,2026-06-14T16:30:00.000Z,195,140.6,354.8,86.1,35.7,484
DPCC_WZ_01,2026-06-14T17:30:00.000Z,193,136,317.6,82,34.7,339
DPCC_WZ_01,2026-06-14T18:30:00.000Z,168,88.7,294.3,30.6,13.1,260
DPCC_WZ_01,2026-06-14T19:30:00.000Z,166,85.4,255.2,26.9,13.6,320
DPCC_WZ_01,2026-06-14T20:30:00.000Z,168,88.2,312,21.8,14.3,445
DPCC_WZ_01,2026-06-14T21:30:00.000Z,163,78,258,16.9,15.2,516
DPCC_WZ_01,2026-06-14T22:30:00.000Z,163,79.2,298,12.7,16.7,469
DPCC_WZ_01,2026-06-14T23:30:00.000Z,165,83.1,324.1,8.8,18.4,367
DPCC_WZ_01,2026-06-15T00:30:00.000Z,165,83.4,321.3,6,19.2,282
DPCC_WZ_01,2026-06-15T01:30:00.000Z,163,79.2,300.8,4.5,18.2,237
DPCC_WZ_01,2026-06-15T02:30:00.000Z,161,75.4,272.9,4,16.2,209
DPCC_WZ_01,2026-06-15T03:30:00.000Z,160,73.6,267.3,4.3,14.6,203
DPCC_WZ_01,2026-06-15T04:30:00.000Z,160,73.8,276.6,4.7,13.7,220
DPCC_WZ_01,2026-06-15T05:30:00.000Z,163,78.9,333.4,5.9,13.1,258
DPCC_WZ_01,2026-06-15T06:30:00.000Z,193,136,871.7,10.6,11,318
DPCC_WZ_01,2026-06-15T07:30:00.000Z,195,140.2,815.8,19.1,13.6,405
DPCC_WZ_01,2026-06-15T08:30:00.000Z,198,145.8,760,31.2,17.3,514
DPCC_WZ_01,2026-06-15T09:30:00.000Z,203,152.7,704.1,43.3,21.1,630
DPCC_WZ_01,2026-06-15T10:30:00.000Z,212,161.6,737.6,55,24.8,785
DPCC_WZ_01,2026-06-15T11:30:00.000Z,224,174.2,802.8,66.7,28.6,948
DPCC_WZ_01,2026-06-15T12:30:00.000Z,234,183.9,806.5,75.3,32,1005
DPCC_WZ_01,2026-06-15T13:30:00.000Z,242,192.3,827,79.3,34.8,870
DPCC_WZ_01,2026-06-15T14:30:00.000Z,245,195.1,823.3,80.2,37.3,630
DPCC_WZ_01,2026-06-15T15:30:00.000Z,247,197.4,841.9,79.8,39.2,436
DPCC_WZ_01,2026-06-15T16:30:00.000Z,250,199.8,843.8,79.2,40.2,340
DPCC_WZ_01,2026-06-15T17:30:00.000Z,251,200.7,847.5,77.4,40.8,289
DPCC_WZ_01,2026-06-15T18:30:00.000Z,197,145.3,523.4,41.8,23.9,277
DPCC_WZ_01,2026-06-15T19:30:00.000Z,197,144.8,448,37.5,26.4,327
DPCC_WZ_01,2026-06-15T20:30:00.000Z,197,143.9,538.3,31.4,29.7,415
DPCC_WZ_01,2026-06-15T21:30:00.000Z,190,130.4,542,25.2,30.7,463
DPCC_WZ_01,2026-06-15T22:30:00.000Z,181,113.6,542,18.9,27.4,425
DPCC_WZ_01,2026-06-15T23:30:00.000Z,175,101.3,521.5,12.4,22,347
DPCC_WZ_01,2026-06-16T00:30:00.000Z,171,94.5,491.7,7.6,17.6,287
DPCC_WZ_01,2026-06-16T01:30:00.000Z,170,91.5,467.5,5.1,15.7,266
DPCC_WZ_01,2026-06-16T02:30:00.000Z,166,85.4,412.6,4.3,14.8,262
DPCC_WZ_01,2026-06-16T03:30:00.000Z,164,80.6,367.9,4.7,14.4,270
DPCC_WZ_01,2026-06-16T04:30:00.000Z,163,79.6,355.8,6.1,13.9,289
DPCC_WZ_01,2026-06-16T05:30:00.000Z,163,78.9,358.6,8.6,13.9,320
DPCC_WZ_01,2026-06-16T06:30:00.000Z,138,50.6,203.5,10.4,16.5,358
DPCC_WZ_01,2026-06-16T07:30:00.000Z,145,53.4,190.5,25,19.3,405
DPCC_WZ_01,2026-06-16T08:30:00.000Z,155,63.8,182.5,45.7,23.5,459
DPCC_WZ_01,2026-06-16T09:30:00.000Z,163,78,202.6,65.5,28.8,505
DPCC_WZ_01,2026-06-16T10:30:00.000Z,169,91,224.9,84,36.7,532
DPCC_WZ_01,2026-06-16T11:30:00.000Z,176,104.8,239.3,101.6,45.8,553
DPCC_WZ_01,2026-06-16T12:30:00.000Z,182,115.9,249.6,113,51.7,588
DPCC_WZ_01,2026-06-16T13:30:00.000Z,185,120.6,253.3,114.9,52.2,653
DPCC_WZ_01,2026-06-16T14:30:00.000Z,183,117.8,258,110.6,49.6,733
DPCC_WZ_01,2026-06-16T15:30:00.000Z,181,114.3,283.1,104.4,46.1,804
DPCC_WZ_01,2026-06-16T16:30:00.000Z,182,115.3,327.8,97.3,41.8,864
DPCC_WZ_01,2026-06-16T17:30:00.000Z,184,120.1,380.9,88.3,36.6,914
DPCC_WZ_01,2026-06-16T18:30:00.000Z,172,95.5,497.3,39.9,24,937
DPCC_WZ_01,2026-06-16T19:30:00.000Z,171,94.8,441.4,35.4,23.2,924
DPCC_WZ_01,2026-06-16T20:30:00.000Z,174,100.1,495.5,28.9,22.1,883
DPCC_WZ_01,2026-06-16T21:30:00.000Z,178,107.6,594.2,23,21.8,818
DPCC_WZ_01,2026-06-16T22:30:00.000Z,180,112.2,657.5,18.2,23.4,711
DPCC_WZ_01,2026-06-16T23:30:00.000Z,183,118.3,692.9,13.9,25.8,580
DPCC_WZ_01,2026-06-17T00:30:00.000Z,185,120.6,689.2,10.4,26.8,479
DPCC_WZ_01,2026-06-17T01:30:00.000Z,185,121.5,670.6,7.7,25.2,436
DPCC_WZ_01,2026-06-17T02:30:00.000Z,183,118.3,644.5,5.9,22.3,423
DPCC_WZ_01,2026-06-17T03:30:00.000Z,181,114.3,620.3,5.5,19.7,409
DPCC_WZ_01,2026-06-17T04:30:00.000Z,179,109.7,594.2,5.9,17.7,367
DPCC_WZ_01,2026-06-17T05:30:00.000Z,176,103.8,560.7,7.7,16.1,323
DPCC_WZ_01,2026-06-17T06:30:00.000Z,162,77.5,416.3,10.7,13.6,325
DPCC_WZ_01,2026-06-17T07:30:00.000Z,164,79.9,385.6,22,15.6,405
DPCC_WZ_01,2026-06-17T08:30:00.000Z,168,88.2,395.8,38,18.5,531
DPCC_WZ_01,2026-06-17T09:30:00.000Z,174,99.2,381.8,53.4,22.1,656
DPCC_WZ_01,2026-06-17T10:30:00.000Z,179,109.4,380,67.5,26.7,769
DPCC_WZ_01,2026-06-17T11:30:00.000Z,186,122.5,409.8,80.9,31.9,880
DPCC_WZ_01,2026-06-17T12:30:00.000Z,191,133.6,439.6,91,36.2,980
DPCC_WZ_01,2026-06-17T13:30:00.000Z,196,142.5,461.9,96,38.9,1075
DPCC_WZ_01,2026-06-17T14:30:00.000Z,200,150.4,480.6,97.5,40.8,1157
DPCC_WZ_01,2026-06-17T15:30:00.000Z,207,156.5,497.3,97.8,42.3,1193
DPCC_WZ_01,2026-06-17T16:30:00.000Z,212,161.1,508.5,98.3,43.4,1157
DPCC_WZ_01,2026-06-17T17:30:00.000Z,215,164.4,512.2,97.5,44.1,1074
DPCC_WZ_01,2026-06-17T18:30:00.000Z,166,85,223.1,48.8,24.9,993
DPCC_WZ_01,2026-06-17T19:30:00.000Z,169,89.6,213.7,44.5,28.3,941
DPCC_WZ_01,2026-06-17T20:30:00.000Z,169,89.9,221.2,38.3,32.8,891
DPCC_WZ_01,2026-06-17T21:30:00.000Z,169,90.1,289.6,31.2,34.6,804
DPCC_WZ_01,2026-06-17T22:30:00.000Z,168,88.2,300.8,22.4,31.1,639
DPCC_WZ_01,2026-06-17T23:30:00.000Z,160,72.6,217.9,12.7,24.9,437
DPCC_WZ_01,2026-06-18T00:30:00.000Z,152,58.4,158.8,5.6,19.7,289
DPCC_WZ_01,2026-06-18T01:30:00.000Z,154,62.2,204.4,3,16.8,240
DPCC_WZ_01,2026-06-18T02:30:00.000Z,153,59.5,204.4,3,14.9,244
DPCC_WZ_01,2026-06-18T03:30:00.000Z,151,56.1,182.1,4,13.5,256
DPCC_WZ_01,2026-06-18T04:30:00.000Z,154,61.9,249.6,5.2,12.5,260
DPCC_WZ_01,2026-06-18T05:30:00.000Z,153,60.3,231.4,7.3,12,272
DPCC_WZ_01,2026-06-18T06:30:00.000Z,152,56.7,246.8,10.3,10.8,298
DPCC_WZ_01,2026-06-18T07:30:00.000Z,156,64.5,291.5,16.8,12.3,351
DPCC_WZ_01,2026-06-18T08:30:00.000Z,162,77.1,366.9,25.8,14.4,418
DPCC_WZ_01,2026-06-18T09:30:00.000Z,167,86.8,382.8,33.3,16.5,467
DPCC_WZ_01,2026-06-18T10:30:00.000Z,171,93.6,382.8,37.4,18.4,482
DPCC_WZ_01,2026-06-18T11:30:00.000Z,174,99.9,379,39.9,20.3,479
DPCC_WZ_01,2026-06-18T12:30:00.000Z,177,105.2,372.5,42.8,21.9,468
DPCC_WZ_01,2026-06-18T13:30:00.000Z,178,108,353.9,46.7,22.7,451
DPCC_WZ_01,2026-06-18T14:30:00.000Z,179,110.1,334.3,50.8,23.2,427
DPCC_WZ_01,2026-06-18T15:30:00.000Z,181,112.9,324.1,55.2,24.6,402
DPCC_WZ_01,2026-06-18T16:30:00.000Z,183,117.3,325,61.5,27.7,369
DPCC_WZ_01,2026-06-18T17:30:00.000Z,186,122.5,328.8,68.1,31.8,336
DPCC_WZ_01,2026-06-18T18:30:00.000Z,196,142,687.3,20.1,12.4,328
DPCC_WZ_01,2026-06-18T19:30:00.000Z,205,154.1,722.7,20.5,14.5,372
DPCC_WZ_01,2026-06-18T20:30:00.000Z,207,156.9,715.3,20.8,17.5,442
DPCC_WZ_01,2026-06-18T21:30:00.000Z,203,152.7,694.8,19.8,20,487
DPCC_WZ_01,2026-06-18T22:30:00.000Z,195,141.1,601.6,16.1,21.8,483
DPCC_WZ_01,2026-06-18T23:30:00.000Z,191,133.2,542,11.1,23,455
DPCC_WZ_01,2026-06-19T00:30:00.000Z,188,126.2,514.1,7.1,23,422
DPCC_WZ_01,2026-06-19T01:30:00.000Z,191,133.6,620.3,5.1,21,385
DPCC_WZ_01,2026-06-19T02:30:00.000Z,189,129.9,597.9,4.2,17.7,344
DPCC_WZ_01,2026-06-19T03:30:00.000Z,183,117.1,523.4,4.4,14.9,315
DPCC_WZ_01,2026-06-19T04:30:00.000Z,175,102,443.3,5.4,13.1,305
DPCC_WZ_01,2026-06-19T05:30:00.000Z,170,91.7,396.7,7.5,11.7,307
DPCC_WZ_01,2026-06-19T06:30:00.000Z,184,118.7,657.5,9.8,10.2,320
DPCC_WZ_01,2026-06-19T07:30:00.000Z,193,136,791.6,12.8,10.7,347
DPCC_WZ_01,2026-06-19T08:30:00.000Z,206,155.5,925.7,17.2,11.4,384
DPCC_WZ_01,2026-06-19T09:30:00.000Z,219,169,1009.6,21.6,12.3,421
DPCC_WZ_01,2026-06-19T10:30:00.000Z,229,178.8,1028.2,26.3,13.7,458
DPCC_WZ_01,2026-06-19T11:30:00.000Z,235,184.4,1013.3,31,15.4,495
DPCC_WZ_01,2026-06-19T12:30:00.000Z,233,182.5,961.1,34,16.5,517
DPCC_WZ_01,2026-06-19T13:30:00.000Z,228,177.4,899.7,33.9,16.6,511
DPCC_WZ_01,2026-06-19T14:30:00.000Z,220,170,819.6,32,16.2,490
DPCC_WZ_01,2026-06-19T15:30:00.000Z,212,161.6,745.1,30.3,15.9,476
DPCC_WZ_01,2026-06-19T16:30:00.000Z,204,153.2,661.2,29.8,16,483
DPCC_WZ_01,2026-06-19T17:30:00.000Z,197,145.3,575.6,29.5,16.3,499
DPCC_WZ_01,2026-06-19T18:30:00.000Z,203,152.3,583,21.1,15.3,503
DPCC_WZ_01,2026-06-19T19:30:00.000Z,200,149.5,536.4,20.3,16.8,492
DPCC_WZ_01,2026-06-19T20:30:00.000Z,197,144.8,527.1,19.1,18.8,470
DPCC_WZ_01,2026-06-19T21:30:00.000Z,186,122.9,457.3,16.9,19.6,435
DPCC_WZ_01,2026-06-19T22:30:00.000Z,173,98,387.4,12.7,18.2,373
DPCC_WZ_01,2026-06-19T23:30:00.000Z,171,93.6,461,7.6,15.6,297
DPCC_WZ_01,2026-06-20T00:30:00.000Z,162,76.1,337.1,3.9,13.5,243
DPCC_WZ_01,2026-06-20T01:30:00.000Z,169,89.9,501.1,2.6,12.4,231
DPCC_WZ_01,2026-06-20T02:30:00.000Z,162,77.3,383.7,2.7,11.6,241
DPCC_WZ_01,2026-06-20T03:30:00.000Z,166,84.5,465.7,3.6,11.1,254
DPCC_WZ_01,2026-06-20T04:30:00.000Z,166,83.6,467.5,4.8,10.6,262
DPCC_WZ_01,2026-06-20T05:30:00.000Z,168,87.8,491.7,6.7,10.2,273
DPCC_WZ_01,2026-06-20T06:30:00.000Z,165,83.4,461.9,10.7,10.7,288
DPCC_WZ_01,2026-06-20T07:30:00.000Z,166,85.4,444.2,15.9,11.9,307
DPCC_WZ_01,2026-06-20T08:30:00.000Z,170,93.1,458.2,23.3,13.5,329
DPCC_WZ_01,2026-06-20T09:30:00.000Z,178,107.8,508.5,30.1,15,354
DPCC_WZ_01,2026-06-20T10:30:00.000Z,185,122,549.5,35.7,16.3,391
DPCC_WZ_01,2026-06-20T11:30:00.000Z,192,134.1,573.7,40.7,17.4,430
DPCC_WZ_01,2026-06-20T12:30:00.000Z,196,142.5,575.6,43.8,17.8,449
DPCC_WZ_01,2026-06-20T13:30:00.000Z,198,146.7,568.1,44,16.8,430
DPCC_WZ_01,2026-06-20T14:30:00.000Z,200,150.4,571.8,42.4,15.1,390
DPCC_WZ_01,2026-06-20T15:30:00.000Z,203,152.3,577.4,40.2,13.8,355
DPCC_WZ_01,2026-06-20T16:30:00.000Z,203,152.3,577.4,38.2,13.3,334
DPCC_WZ_01,2026-06-20T17:30:00.000Z,200,149.9,556.9,35.6,13.3,319
DPCC_WZ_01,2026-06-20T18:30:00.000Z,190,130.4,584.9,15.6,9.1,306
DPCC_WZ_01,2026-06-20T19:30:00.000Z,190,130.4,575.6,15.2,9.9,299
DPCC_WZ_01,2026-06-20T20:30:00.000Z,189,129.9,597.9,14.4,11,295
DPCC_WZ_01,2026-06-20T21:30:00.000Z,191,132.7,685.5,13,12,286
DPCC_WZ_01,2026-06-20T22:30:00.000Z,190,130.4,720.8,10.2,12.9,263
DPCC_WZ_01,2026-06-20T23:30:00.000Z,189,129,741.3,6.8,13.6,235
DPCC_WZ_01,2026-06-21T00:30:00.000Z,191,132.7,784.2,4.2,13.9,214
DPCC_WZ_01,2026-06-21T01:30:00.000Z,183,118.3,666.8,3,13.4,207
DPCC_WZ_01,2026-06-21T02:30:00.000Z,185,120.6,724.6,2.7,12.4,206
DPCC_WZ_01,2026-06-21T03:30:00.000Z,185,120.6,756.2,3.1,11.5,206
DPCC_WZ_01,2026-06-21T04:30:00.000Z,183,116.9,758.1,3.8,10.7,199
DPCC_WZ_01,2026-06-21T05:30:00.000Z,182,114.6,719,5.2,10,192
DPCC_WZ_01,2026-06-21T06:30:00.000Z,165,82,495.5,10.3,10.3,196
DPCC_WZ_01,2026-06-21T07:30:00.000Z,165,82.9,482.4,16.8,11.9,217
DPCC_WZ_01,2026-06-21T08:30:00.000Z,167,85.7,452.6,25.7,14,249
DPCC_WZ_01,2026-06-21T09:30:00.000Z,170,91.5,440.5,31.8,15.3,280
DPCC_WZ_01,2026-06-21T10:30:00.000Z,179,109.2,549.5,32.3,15.2,313
DPCC_WZ_01,2026-06-21T11:30:00.000Z,191,132.2,676.1,30.1,14.2,345
DPCC_WZ_01,2026-06-21T12:30:00.000Z,197,143.9,702.2,28.1,13.3,353
DPCC_WZ_01,2026-06-21T13:30:00.000Z,197,145.3,659.4,27.5,12.5,313
DPCC_WZ_01,2026-06-21T14:30:00.000Z,194,139.2,590.5,27.2,11.7,248
DPCC_WZ_01,2026-06-21T15:30:00.000Z,189,128.5,508.5,27.3,11.2,211
DPCC_WZ_01,2026-06-21T16:30:00.000Z,182,115.7,426.5,28.4,11.1,228
DPCC_WZ_01,2026-06-21T17:30:00.000Z,176,103.4,353,29.8,11.2,272
DPCC_WZ_01,2026-06-21T18:30:00.000Z,188,128.1,622.1,20.5,11.3,310
DPCC_WZ_01,2026-06-21T19:30:00.000Z,185,121.5,556.9,20,12.7,333
DPCC_WZ_01,2026-06-21T20:30:00.000Z,185,122,566.2,19.2,14.6,349
DPCC_WZ_01,2026-06-21T21:30:00.000Z,192,135.5,678,17.5,16.2,350
DPCC_WZ_01,2026-06-21T22:30:00.000Z,197,144.4,711.5,14,17.4,325
DPCC_WZ_01,2026-06-21T23:30:00.000Z,195,140.2,665,9.6,18.3,286
DPCC_WZ_01,2026-06-22T00:30:00.000Z,190,131.3,633.3,6.2,18.1,252
DPCC_WZ_01,2026-06-22T01:30:00.000Z,182,115.9,599.8,4.5,16,232
DPCC_WZ_01,2026-06-22T02:30:00.000Z,175,102.4,568.1,3.7,12.9,218
DPCC_WZ_01,2026-06-22T03:30:00.000Z,173,98.7,603.5,4,10.6,211
DPCC_WZ_01,2026-06-22T04:30:00.000Z,175,101.3,657.5,5.3,9.8,211
DPCC_WZ_01,2026-06-22T05:30:00.000Z,179,109,728.3,7.7,9.8,219
DPCC_WZ_01,2026-06-22T06:30:00.000Z,164,80.1,484.3,11.3,11,230
DPCC_WZ_01,2026-06-22T07:30:00.000Z,164,79.9,437.7,15.9,12.7,242
DPCC_WZ_01,2026-06-22T08:30:00.000Z,164,80.1,430.3,22.4,15.1,259
DPCC_WZ_01,2026-06-22T09:30:00.000Z,160,72.6,359.5,27.8,16.8,287
DPCC_WZ_01,2026-06-22T10:30:00.000Z,156,65.2,312.9,31.1,17.3,341
DPCC_WZ_01,2026-06-22T11:30:00.000Z,154,61.7,287.8,33.2,17.3,407
DPCC_WZ_01,2026-06-22T12:30:00.000Z,153,59.6,265.4,34.7,16.9,449
DPCC_WZ_01,2026-06-22T13:30:00.000Z,152,57.4,236.6,35.4,16.2,449
DPCC_WZ_01,2026-06-22T14:30:00.000Z,151,56,211.9,35.4,15.3,426
DPCC_WZ_01,2026-06-22T15:30:00.000Z,150,55.4,192.8,35.1,14.5,400
DPCC_WZ_01,2026-06-22T16:30:00.000Z,144,52.9,175.1,34.9,13.7,370
DPCC_WZ_01,2026-06-22T17:30:00.000Z,143,52.7,169,34.4,13.1,337
DPCC_WZ_01,2026-06-22T18:30:00.000Z,160,73.8,210.5,52.8,20.4,323
DPCC_WZ_01,2026-06-22T19:30:00.000Z,161,75.7,210.9,45.4,22.3,350
DPCC_WZ_01,2026-06-22T20:30:00.000Z,163,79.4,230.5,35,24.9,396
DPCC_WZ_01,2026-06-22T21:30:00.000Z,163,78,251.5,25.4,26,413
DPCC_WZ_01,2026-06-22T22:30:00.000Z,159,71.7,234.2,17.6,24.5,370
DPCC_WZ_01,2026-06-22T23:30:00.000Z,158,68.2,260.8,10.7,21.6,297
DPCC_WZ_01,2026-06-23T00:30:00.000Z,155,63.8,263.6,5.8,18.7,242
DPCC_WZ_01,2026-06-23T01:30:00.000Z,156,64.3,292.4,3.5,15.9,224
DPCC_WZ_01,2026-06-23T02:30:00.000Z,159,70.1,357.6,3.2,13.1,222
DPCC_WZ_01,2026-06-23T03:30:00.000Z,158,69.6,363.2,3.7,11,226
DPCC_WZ_01,2026-06-23T04:30:00.000Z,162,76.1,436.8,4.3,9.7,229
DPCC_WZ_01,2026-06-23T05:30:00.000Z,161,75.7,433.1,5.9,9,236
DPCC_WZ_01,2026-06-23T06:30:00.000Z,169,91,506.6,14.7,8.5,252
DPCC_WZ_01,2026-06-23T07:30:00.000Z,169,89.4,478.7,20.3,10.4,284
DPCC_WZ_01,2026-06-23T08:30:00.000Z,170,91.5,448.9,28.5,13.2,324
DPCC_WZ_01,2026-06-23T09:30:00.000Z,172,96.2,435.9,37.1,16.4,353
DPCC_WZ_01,2026-06-23T10:30:00.000Z,174,101,416.3,46.8,20.6,360
DPCC_WZ_01,2026-06-23T11:30:00.000Z,179,109,414.4,57,25.2,356
DPCC_WZ_01,2026-06-23T12:30:00.000Z,182,115.3,391.2,64.1,28.2,349
DPCC_WZ_01,2026-06-23T13:30:00.000Z,182,115.9,372.5,66,28.3,340
DPCC_WZ_01,2026-06-23T14:30:00.000Z,182,116.4,365.1,64.8,26.9,328
DPCC_WZ_01,2026-06-23T15:30:00.000Z,183,116.6,353.9,63,25.8,318
DPCC_WZ_01,2026-06-23T16:30:00.000Z,182,116.2,339.9,62.3,26,310
DPCC_WZ_01,2026-06-23T17:30:00.000Z,183,116.9,333.4,61.1,26.4,305
DPCC_WZ_01,2026-06-23T18:30:00.000Z,189,128.5,421,54.2,22.3,311
DPCC_WZ_01,2026-06-23T19:30:00.000Z,187,125.7,379,48,24.7,346
DPCC_WZ_01,2026-06-23T20:30:00.000Z,184,118.7,377.2,39.2,27.9,392
DPCC_WZ_01,2026-06-23T21:30:00.000Z,181,112.9,457.3,30.5,28.9,410
DPCC_WZ_01,2026-06-23T22:30:00.000Z,173,98.7,422.8,22,25.6,373
DPCC_WZ_01,2026-06-23T23:30:00.000Z,168,88.2,374.4,13.6,20.2,307
DPCC_WZ_01,2026-06-24T00:30:00.000Z,167,85.7,383.7,7.4,15.8,254
DPCC_WZ_01,2026-06-24T01:30:00.000Z,168,87.5,418.2,4.5,13.7,230
DPCC_WZ_01,2026-06-24T02:30:00.000Z,167,85.7,427.5,3.9,12.6,218
DPCC_WZ_01,2026-06-24T03:30:00.000Z,163,77.8,380,4.2,12,214
DPCC_WZ_01,2026-06-24T04:30:00.000Z,161,74.7,365.1,4.5,11.6,211
DPCC_WZ_01,2026-06-24T05:30:00.000Z,162,77.1,395.8,5.9,11.6,216
DPCC_WZ_01,2026-06-24T06:30:00.000Z,162,76.6,377.2,10,12.6,240
DPCC_WZ_01,2026-06-24T07:30:00.000Z,163,79.4,331.6,18.8,14.7,289
DPCC_WZ_01,2026-06-24T08:30:00.000Z,166,85.2,318.5,30.4,17.7,357
DPCC_WZ_01,2026-06-24T09:30:00.000Z,170,93.1,328.8,41.1,21.2,438
DPCC_WZ_01,2026-06-24T10:30:00.000Z,175,102,350.2,50.3,25.6,544
DPCC_WZ_01,2026-06-24T11:30:00.000Z,181,113.9,364.1,58.5,30.5,663
DPCC_WZ_01,2026-06-24T12:30:00.000Z,185,121.5,366,63.5,33.8,748
DPCC_WZ_01,2026-06-24T13:30:00.000Z,185,121.5,357.6,62.9,34,768
DPCC_WZ_01,2026-06-24T14:30:00.000Z,184,120.1,349.2,59.1,32.6,756
DPCC_WZ_01,2026-06-24T15:30:00.000Z,184,119.7,338.1,56.8,31.8,761
DPCC_WZ_01,2026-06-24T16:30:00.000Z,185,120.6,331.6,59.5,32.4,826
DPCC_WZ_01,2026-06-24T17:30:00.000Z,186,123.9,334.3,63.7,33.6,909
DPCC_WZ_01,2026-06-24T18:30:00.000Z,189,129,336.2,64.4,35.4,933
DPCC_WZ_01,2026-06-24T19:30:00.000Z,190,131.8,313.9,58.9,38.9,854
DPCC_WZ_01,2026-06-24T20:30:00.000Z,186,122.5,291.5,49.8,43,718
DPCC_WZ_01,2026-06-24T21:30:00.000Z,183,118.3,332.5,40.1,44.7,581
DPCC_WZ_01,2026-06-24T22:30:00.000Z,180,112.2,358.6,29.5,42.3,451
DPCC_WZ_01,2026-06-24T23:30:00.000Z,177,105.2,361.4,18.3,37.6,321
DPCC_WZ_01,2026-06-25T00:30:00.000Z,173,98.5,335.3,9.9,32.8,230
DPCC_WZ_01,2026-06-25T01:30:00.000Z,171,93.4,312.9,6,28.3,205
DPCC_WZ_01,2026-06-25T02:30:00.000Z,169,90.3,299,5,23.7,218
DPCC_WZ_01,2026-06-25T03:30:00.000Z,166,85.4,284.1,5.2,19.8,234
DPCC_WZ_01,2026-06-25T04:30:00.000Z,165,82.4,289.6,5.5,16.5,234
DPCC_WZ_01,2026-06-25T05:30:00.000Z,163,78,285.9,7,13.9,237
DPCC_WZ_01,2026-06-25T06:30:00.000Z,160,73.1,246.8,11.6,12.8,252
DPCC_WZ_01,2026-06-25T07:30:00.000Z,159,71.9,212.8,21,13.7,283
DPCC_WZ_01,2026-06-25T08:30:00.000Z,163,78.5,215.6,33.5,16.1,327
DPCC_WZ_01,2026-06-25T09:30:00.000Z,169,89.4,225.8,45.6,19.5,391
DPCC_WZ_01,2026-06-25T10:30:00.000Z,175,102.7,244.9,57.2,24.7,491
DPCC_WZ_01,2026-06-25T11:30:00.000Z,181,113.6,265.4,68.5,30.8,610
DPCC_WZ_01,2026-06-25T12:30:00.000Z,184,120.1,262.6,76.4,35,709
DPCC_WZ_01,2026-06-25T13:30:00.000Z,185,121.1,252.4,79.7,35.6,789
DPCC_WZ_01,2026-06-25T14:30:00.000Z,184,119.7,258.9,79.6,34.3,848
DPCC_WZ_01,2026-06-25T15:30:00.000Z,184,118.5,272.9,77.5,32.7,842
DPCC_WZ_01,2026-06-25T16:30:00.000Z,183,118.3,286.8,73.5,31.4,717
DPCC_WZ_01,2026-06-25T17:30:00.000Z,183,117.6,298,67.4,29.8,526
DPCC_WZ_01,2026-06-25T18:30:00.000Z,183,116.9,313.9,59.8,27.8,386
DPCC_WZ_01,2026-06-25T19:30:00.000Z,183,116.6,336.2,49.9,24.8,357
DPCC_WZ_01,2026-06-25T20:30:00.000Z,180,112.5,373.5,38.5,21.4,378
DPCC_WZ_01,2026-06-25T21:30:00.000Z,178,108.3,398.6,28.2,19.2,384
